RankMethod,down,ydstogo,yards_gained,first_down_rush,first_down_pass,first_down_penalty,fourth_down_failed,interception,safety,fumble_lost,play_id
FirstDown,2.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3864
FirstDown,2.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4176
FirstDown,2.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1089
FirstDown,2.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4143
FirstDown,2.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2473
FirstDown,2.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3874
FirstDown,2.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,637
FirstDown,2.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3154
FirstDown,2.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1735
FirstDown,2.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,830
FirstDown,2.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1228
FirstDown,2.0,10,10,0.0,1.0,1.0,0.0,0.0,0.0,0.0,811
FirstDown,2.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2933
FirstDown,2.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,335
FirstDown,2.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2212
FirstDown,2.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,970
FirstDown,2.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3067
FirstDown,2.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1792
FirstDown,2.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3692
FirstDown,2.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3832
FirstDown,2.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3840
FirstDown,2.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2705
FirstDown,2.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1346
FirstDown,2.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3682
FirstDown,2.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3675
FirstDown,2.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3956
FirstDown,2.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3558
FirstDown,2.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3858
FirstDown,2.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1750
FirstDown,2.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2370
FirstDown,2.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1135
FirstDown,3.0,4,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2435
FirstDown,3.0,4,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1339
FirstDown,3.0,4,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3733
FirstDown,3.0,4,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3428
FirstDown,3.0,4,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3931
FirstDown,3.0,4,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1287
FirstDown,3.0,4,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1187
FirstDown,3.0,4,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2572
FirstDown,2.0,9,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3918
FirstDown,2.0,9,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2310
FirstDown,2.0,9,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1117
FirstDown,2.0,9,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1218
FirstDown,2.0,9,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2724
FirstDown,2.0,9,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,447
FirstDown,2.0,9,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,177
FirstDown,2.0,9,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3431
FirstDown,2.0,9,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,263
FirstDown,2.0,9,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,292
FirstDown,2.0,9,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2370
FirstDown,2.0,9,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2577
FirstDown,2.0,9,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3105
FirstDown,2.0,9,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
FirstDown,2.0,9,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2239
FirstDown,2.0,9,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3705
FirstDown,2.0,9,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3303
FirstDown,2.0,9,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1454
FirstDown,2.0,9,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3548
FirstDown,2.0,9,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,627
FirstDown,2.0,9,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,529
FirstDown,2.0,9,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2996
FirstDown,2.0,9,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75
FirstDown,2.0,9,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2257
FirstDown,2.0,9,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3534
FirstDown,2.0,9,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,794
FirstDown,2.0,9,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2141
FirstDown,2.0,9,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3388
FirstDown,2.0,9,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2659
FirstDown,2.0,9,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1379
FirstDown,2.0,9,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2657
FirstDown,2.0,9,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,709
FirstDown,2.0,8,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4142
FirstDown,2.0,8,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5050
FirstDown,2.0,8,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,366
FirstDown,2.0,8,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,437
FirstDown,2.0,8,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1385
FirstDown,2.0,8,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3152
FirstDown,2.0,8,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,296
FirstDown,2.0,8,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,398
FirstDown,2.0,8,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1133
FirstDown,2.0,8,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2456
FirstDown,2.0,8,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,564
FirstDown,2.0,8,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1818
FirstDown,2.0,8,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,480
FirstDown,2.0,8,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,748
FirstDown,2.0,8,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1739
FirstDown,2.0,8,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1980
FirstDown,2.0,8,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,201
FirstDown,2.0,8,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,79
FirstDown,2.0,8,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,992
FirstDown,2.0,8,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5085
FirstDown,2.0,8,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,81
FirstDown,2.0,8,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2159
FirstDown,2.0,8,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,996
FirstDown,2.0,8,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,910
FirstDown,2.0,8,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3108
FirstDown,2.0,8,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,234
FirstDown,2.0,8,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4045
FirstDown,2.0,8,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2909
FirstDown,3.0,2,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,339
FirstDown,3.0,2,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1471
FirstDown,3.0,2,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3914
FirstDown,3.0,2,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2175
FirstDown,3.0,2,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3756
FirstDown,3.0,2,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,292
FirstDown,3.0,2,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2874
FirstDown,3.0,2,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,123
FirstDown,3.0,2,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2606
FirstDown,2.0,7,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4503
FirstDown,2.0,7,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,860
FirstDown,2.0,7,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2191
FirstDown,2.0,7,10,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3020
FirstDown,2.0,7,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,253
FirstDown,2.0,7,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3549
FirstDown,2.0,7,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1431
FirstDown,2.0,7,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2770
FirstDown,2.0,7,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2816
FirstDown,2.0,7,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,287
FirstDown,2.0,7,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,735
FirstDown,2.0,7,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,739
FirstDown,2.0,7,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,845
FirstDown,2.0,7,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1132
FirstDown,2.0,7,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2638
FirstDown,2.0,7,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,817
FirstDown,2.0,7,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1372
FirstDown,2.0,7,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2603
FirstDown,2.0,7,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2324
FirstDown,2.0,7,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2696
FirstDown,2.0,7,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2326
FirstDown,2.0,7,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1802
FirstDown,2.0,7,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1012
FirstDown,2.0,7,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3637
FirstDown,2.0,7,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,173
FirstDown,2.0,7,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,174
FirstDown,2.0,7,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,925
FirstDown,2.0,7,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1811
FirstDown,2.0,7,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1253
FirstDown,2.0,7,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,548
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4527
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,620
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1079
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,558
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2261
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,882
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3395
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,272
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3331
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3352
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,281
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,424
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,920
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4096
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,363
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3456
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2285
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1678
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2282
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1214
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3739
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1585
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3919
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2953
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3207
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3876
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3525
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3549
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3260
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2074
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,451
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3585
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,646
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3090
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,961
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3730
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3075
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3518
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,483
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3511
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4223
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2796
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,304
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,970
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1243
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1035
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,694
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,825
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1656
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1523
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,191
FirstDown,1.0,10,10,0.0,1.0,1.0,0.0,0.0,0.0,0.0,290
FirstDown,1.0,10,10,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2443
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2814
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3854
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3019
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,117
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4018
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3195
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3613
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,282
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,734
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2115
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,400
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,576
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2087
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3826
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4510
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3651
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2770
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2212
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3222
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2466
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3014
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,809
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3366
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4342
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1600
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3964
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,150
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,499
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,439
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,885
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2747
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3062
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1835
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2188
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2315
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3995
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3661
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4256
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3982
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1507
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4034
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,363
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3410
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2974
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1854
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,59
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1998
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,878
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,337
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1621
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1912
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3598
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3967
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2880
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3222
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1159
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,830
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,892
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1702
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3196
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,118
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2785
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,505
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2096
FirstDown,1.0,10,10,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1959
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1692
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1898
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,650
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2164
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1498
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1005
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,706
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3421
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3062
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1525
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1333
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3363
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1519
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,881
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3277
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,123
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3311
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1155
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2485
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2883
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,988
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3820
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4599
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2425
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3613
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2338
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3203
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3916
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,684
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,821
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1844
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1443
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,802
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2714
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4175
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3260
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4311
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,820
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,893
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,441
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,937
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2354
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,347
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,716
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2551
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2701
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,541
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,473
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1934
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3828
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3895
FirstDown,1.0,10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,472
FirstDown,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1043
