RankMethod,down,ydstogo,yards_gained,first_down_rush,first_down_pass,first_down_penalty,fourth_down_failed,interception,safety,fumble_lost,play_id
RegularPlay,2.0,12,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1282
RegularPlay,2.0,12,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4100
RegularPlay,2.0,12,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2331
RegularPlay,2.0,12,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110
RegularPlay,2.0,12,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4031
RegularPlay,2.0,12,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1331
RegularPlay,2.0,12,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2229
RegularPlay,2.0,12,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1785
RegularPlay,2.0,12,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2693
RegularPlay,2.0,12,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3379
RegularPlay,2.0,12,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2588
RegularPlay,2.0,12,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2786
RegularPlay,2.0,12,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4038
RegularPlay,2.0,12,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1812
RegularPlay,2.0,12,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2052
RegularPlay,2.0,12,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1060
RegularPlay,2.0,12,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3865
RegularPlay,2.0,12,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1218
RegularPlay,2.0,12,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2035
RegularPlay,2.0,12,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3125
RegularPlay,2.0,12,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1534
RegularPlay,2.0,12,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1822
RegularPlay,2.0,12,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1925
RegularPlay,2.0,12,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1714
RegularPlay,2.0,12,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,801
RegularPlay,2.0,12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432
RegularPlay,2.0,12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382
RegularPlay,2.0,12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700
RegularPlay,2.0,12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3541
RegularPlay,2.0,12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4029
RegularPlay,2.0,12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3692
RegularPlay,2.0,12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3226
RegularPlay,2.0,12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,653
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1826
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2183
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3117
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2412
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2974
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,822
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1434
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1335
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1911
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2674
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2473
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3956
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3078
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2541
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1649
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3664
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4584
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3011
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3453
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1018
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2797
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,829
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1099
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3524
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1480
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1173
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2175
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2914
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1322
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3148
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1572
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1451
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3147
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1599
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3483
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1075
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4151
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1069
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2925
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3161
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2052
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3484
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2312
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1341
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3527
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1369
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2636
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3634
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3335
RegularPlay,2.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3133
RegularPlay,2.0,12,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3661
RegularPlay,2.0,12,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1588
RegularPlay,2.0,12,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4208
RegularPlay,2.0,12,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3137
RegularPlay,2.0,12,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3717
RegularPlay,2.0,12,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1779
RegularPlay,2.0,12,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2503
RegularPlay,2.0,12,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2724
RegularPlay,2.0,12,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3040
RegularPlay,2.0,12,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3295
RegularPlay,2.0,12,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,858
RegularPlay,2.0,12,-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2414
RegularPlay,2.0,12,-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2594
RegularPlay,2.0,12,-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1848
RegularPlay,2.0,12,-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3892
RegularPlay,2.0,12,-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4142
RegularPlay,2.0,12,-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2207
RegularPlay,2.0,12,-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1082
RegularPlay,2.0,12,-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2061
RegularPlay,3.0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2116
RegularPlay,3.0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3567
RegularPlay,3.0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3742
RegularPlay,3.0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477
RegularPlay,3.0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2904
RegularPlay,3.0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3311
RegularPlay,3.0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3436
RegularPlay,3.0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,773
RegularPlay,3.0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276
RegularPlay,3.0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1935
RegularPlay,3.0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2414
RegularPlay,3.0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398
RegularPlay,3.0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2606
RegularPlay,3.0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407
RegularPlay,3.0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3310
RegularPlay,3.0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3008
RegularPlay,3.0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456
RegularPlay,3.0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594
RegularPlay,3.0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2700
RegularPlay,3.0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2615
RegularPlay,3.0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131
RegularPlay,3.0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3636
RegularPlay,3.0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2416
RegularPlay,3.0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1218
RegularPlay,3.0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4029
RegularPlay,3.0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2395
RegularPlay,3.0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2924
RegularPlay,3.0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3044
RegularPlay,3.0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169
RegularPlay,3.0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984
RegularPlay,3.0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2102
RegularPlay,3.0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3503
RegularPlay,3.0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1453
RegularPlay,3.0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368
RegularPlay,3.0,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3828
RegularPlay,3.0,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3499
RegularPlay,3.0,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925
RegularPlay,3.0,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3085
RegularPlay,3.0,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,941
RegularPlay,3.0,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1807
RegularPlay,3.0,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94
RegularPlay,3.0,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2821
RegularPlay,3.0,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1219
RegularPlay,3.0,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443
RegularPlay,3.0,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1321
RegularPlay,3.0,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3831
RegularPlay,3.0,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3522
RegularPlay,3.0,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
RegularPlay,3.0,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,874
RegularPlay,3.0,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1156
RegularPlay,3.0,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3937
RegularPlay,3.0,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1771
RegularPlay,3.0,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614
RegularPlay,3.0,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3704
RegularPlay,3.0,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430
RegularPlay,3.0,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1249
RegularPlay,3.0,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2907
RegularPlay,3.0,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4030
RegularPlay,3.0,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3997
RegularPlay,3.0,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2268
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1425
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3629
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1541
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2808
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2528
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1555
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3415
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1695
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3099
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,611
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2514
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2862
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2436
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,849
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1121
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3782
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1069
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2390
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2383
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4010
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2053
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2676
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3560
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4129
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2874
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2923
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3078
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2156
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1774
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4211
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,777
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1288
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1011
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5263
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2622
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2482
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3573
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,808
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4095
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2864
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4383
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1436
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3073
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4745
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1922
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,811
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1315
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,961
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3235
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3970
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1247
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2419
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4047
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3468
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2063
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2356
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3716
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1703
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2239
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1104
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,957
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1679
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2200
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3939
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1123
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2230
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2748
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2886
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3518
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2402
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3707
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2834
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,922
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2421
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1052
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,754
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2290
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1396
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1132
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,724
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1664
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2519
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1334
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2175
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1986
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,709
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1782
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3506
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,891
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3808
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1845
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3116
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1692
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2942
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3464
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1981
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3531
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,688
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4137
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3804
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3972
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2149
RegularPlay,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3144
